MapCode,SpeciesName,CohortAge,CohortBiomass
4357,PinuEdul,140,71
4357,PinuPond,20,22
4357,PinuPond,45,117
4357,PinuPond,60,86
4357,PinuPond,65,377
4357,PinuPond,70,498
4357,PinuPond,75,341
4357,PinuPond,80,368
4357,PinuPond,90,694
4357,PinuPond,100,1097
4357,PinuPond,105,2347
4357,QuerGamb,20,32
4357,QuerGamb,25,41
4375,JuniOste,85,205
4375,JuniOste,90,211
4375,JuniOste,95,247
4375,JuniOste,120,1494
4375,PinuEdul,110,36
4375,PinuEdul,115,22
4375,PinuEdul,125,35
4375,PinuEdul,130,50
4375,PinuEdul,135,137
4375,PinuEdul,140,75
4375,PinuEdul,145,75
4375,PinuEdul,150,238
4375,PinuEdul,175,245
4375,PinuEdul,180,355
4391,JuniMono,60,14
4391,JuniMono,80,53
4391,JuniMono,90,126
4391,JuniMono,95,403
4391,JuniMono,100,287
4391,PinuEdul,5,11
4391,PinuEdul,25,22
4391,PinuEdul,35,29
4391,PinuEdul,45,40
4391,PinuEdul,65,70
4391,PinuEdul,100,183
4391,PinuEdul,115,9
4391,PinuEdul,120,43
4391,PinuEdul,125,55
4391,PinuEdul,130,28
4391,PinuEdul,135,43
4391,PinuEdul,160,121
4395,JuniDepp,65,19
4395,JuniDepp,75,40
4395,PinuPond,75,106
4395,PinuPond,80,205
4395,PinuPond,90,579
4395,PinuPond,95,2654
4395,QuerGamb,10,274
4395,QuerGamb,15,620
4395,QuerGamb,25,93
4395,QuerGamb,45,289
4401,JuniOste,45,112
4401,JuniOste,55,16
4401,JuniOste,60,9
4401,JuniOste,65,13
4401,JuniOste,90,208
4401,JuniOste,85,377
4401,JuniOste,95,767
4401,JuniOste,100,373
4401,JuniOste,115,1191
4405,JuniDepp,75,152
4405,JuniDepp,80,125
4405,JuniDepp,85,243
4405,JuniDepp,90,165
4405,PinuPond,65,55
4405,PinuPond,70,89
4405,PinuPond,85,335
4405,PinuPond,90,448
4431,JuniOste,60,14
4431,JuniOste,65,39
4431,JuniOste,70,51
4431,JuniOste,75,133
4431,JuniOste,85,121
4431,JuniOste,90,226
4431,JuniOste,95,803
4433,JuniOste,65,59
4433,PinuPond,40,109
4433,PinuPond,65,98
4433,PinuPond,75,674
4433,PinuPond,80,239
4433,PinuPond,85,380
4433,PinuPond,90,1039
4433,PinuPond,100,1196
4433,PinuPond,110,7056
4433,PseuMenz,75,84
4433,PseuMenz,105,1216
4433,PopuTrem,90,226
4433,PopuTrem,95,644
4433,PopuTrem,100,198
4433,PopuTrem,105,415
4433,PopuTrem,110,335
4477,JuniOste,65,31
4477,JuniMono,60,21
4477,JuniMono,65,54
4477,JuniMono,70,94
4477,JuniMono,75,107
4477,JuniMono,90,146
4477,PinuEdul,120,45
4477,PinuEdul,130,64
4477,PinuEdul,140,182
4477,PinuEdul,145,339
4477,PinuEdul,165,249
4477,PinuEdul,170,286
4477,PinuEdul,175,264
4477,PinuEdul,180,419
4477,PinuEdul,195,597
4480,PinuPond,50,173
4480,PinuPond,55,79
4480,PinuPond,60,29
4480,PinuPond,65,102
4480,PinuPond,70,229
4480,PinuPond,75,429
4480,PinuPond,80,1052
4480,PinuPond,85,422
4480,PinuPond,90,470
4480,PinuPond,110,6434
4509,JuniOste,95,288
4509,JuniMono,45,124
4509,JuniMono,55,197
4509,JuniMono,60,28
4509,JuniMono,65,19
4509,JuniMono,70,42
4509,JuniMono,80,278
4509,JuniMono,85,258
4509,JuniMono,90,227
4509,PinuEdul,135,77
4509,PinuPond,60,46
4509,PinuPond,65,51
4509,PinuPond,70,171
4509,PinuPond,75,92
4509,PinuPond,80,103
4509,PinuPond,95,2011
4509,QuerGamb,10,94
4509,QuerGamb,20,66
4509,QuerGamb,25,40
4512,AbieConc,55,17
4512,PinuPond,55,34
4512,PinuPond,60,59
4512,PinuPond,65,286
4512,PinuPond,70,691
4512,PinuPond,75,1194
4512,PinuPond,80,455
4512,PinuPond,85,1099
4512,PinuPond,90,2008
4512,PinuPond,120,6427
4572,JuniDepp,35,65
4572,JuniDepp,60,17
4572,JuniDepp,80,52
4572,JuniDepp,85,112
4572,JuniMono,90,197
4572,JuniMono,95,242
4572,PinuPond,55,32
4572,PinuPond,60,32
4572,PinuPond,65,205
4572,PinuPond,70,247
4572,PinuPond,80,180
4572,PinuPond,85,364
4572,QuerGamb,25,67
4572,QuerGamb,35,148
4581,JuniOste,25,40
4581,JuniOste,65,20
4581,JuniOste,75,43
4581,JuniOste,85,83
4581,JuniOste,90,814
4581,JuniOste,95,606
4581,JuniOste,100,567
4581,JuniOste,105,367
4581,JuniOste,120,1876
4591,PinuPond,75,146
4591,PinuPond,85,584
4591,PinuPond,90,1191
4591,PinuPond,95,787
4591,QuerGamb,20,2809
4591,QuerGamb,25,798
4591,QuerGamb,30,72
4591,QuerGamb,35,102
4621,JuniMono,20,29
4621,JuniMono,25,44
4621,JuniMono,35,65
4621,JuniMono,85,180
4621,JuniMono,100,484
4621,PseuMenz,60,43
4621,PseuMenz,70,122
4621,PseuMenz,75,106
4621,PseuMenz,80,649
4621,PseuMenz,90,403
4621,QuerGamb,20,44
4621,QuerGamb,25,200
4621,QuerGamb,70,1361
4644,JuniOste,75,74
4644,JuniOste,85,182
4644,JuniOste,40,101
4644,JuniOste,55,8
4644,JuniOste,60,18
4644,JuniOste,70,36
4644,JuniOste,75,53
4644,JuniOste,90,118
4644,JuniOste,95,903
4644,JuniOste,100,656
4647,JuniDepp,95,174
4647,PinuPond,55,26
4647,PinuPond,60,74
4647,PinuPond,70,213
4647,PinuPond,75,389
4647,PinuPond,80,425
4647,PinuPond,85,323
4647,PinuPond,95,1866
4647,PinuPond,105,3941
4681,PinuPond,85,225
4681,PinuPond,95,530
4681,PinuPond,105,1859
4686,AbieConc,25,37
4686,AbieConc,55,45
4686,AbieConc,60,66
4686,AbieConc,65,105
4686,AbieConc,80,708
4686,AbieConc,85,782
4686,AbieConc,105,1893
4686,PseuMenz,40,122
4686,PseuMenz,60,21
4686,PseuMenz,70,68
4686,PseuMenz,75,110
4686,PseuMenz,80,307
4686,PseuMenz,85,233
4686,PseuMenz,95,567
4686,PopuTrem,75,109
4686,PopuTrem,85,141
4686,PopuTrem,90,243
4686,PopuTrem,100,445
4686,PopuTrem,110,739
4686,QuerGamb,20,23
4697,AbieConc,15,20
4697,AbieConc,20,32
4697,AbieConc,30,61
4697,PicePung,45,302
4697,PicePung,55,47
4697,PicePung,65,177
4697,PicePung,80,1886
4697,PinuPond,50,173
4697,PinuPond,60,89
4697,PinuPond,65,117
4697,PinuPond,70,254
4697,PinuPond,90,1058
4697,PinuPond,105,2912
4697,PopuTrem,90,92
4710,PinuPond,50,206
4710,PinuPond,55,11
4710,PinuPond,75,332
4710,PinuPond,80,220
4710,PinuPond,95,733
4710,PinuPond,110,3848
4710,QuerGamb,25,54
4763,AbieConc,60,60
4763,AbieConc,75,181
4763,AbieConc,100,1655
4763,AbieConc,105,2593
4763,PinuPond,60,42
4763,PinuPond,65,411
4763,PinuPond,70,209
4763,PinuPond,75,1374
4763,PinuPond,80,1780
4763,PinuPond,85,530
4763,PinuPond,90,757
4763,PinuPond,95,972
4763,PinuPond,100,1918
4763,PinuPond,110,3854
4763,PseuMenz,95,725
4784,JuniOste,80,91
4784,PinuEdul,135,47
4784,PinuEdul,140,164
4784,PinuEdul,150,123
4784,PinuEdul,155,98
4784,PinuPond,25,32
4784,PinuPond,55,15
4784,PinuPond,65,56
4784,PinuPond,70,87
4784,PinuPond,75,508
4784,PinuPond,80,1539
4784,PinuPond,85,984
4784,PinuPond,95,985
4784,PinuPond,100,1093
4793,JuniDepp,60,20
4793,JuniDepp,70,25
4793,JuniDepp,80,109
4793,JuniDepp,85,98
4793,JuniDepp,125,1698
4793,PinuPond,35,61
4793,PinuPond,45,153
4793,PinuPond,70,105
4793,PinuPond,85,341
4793,PinuPond,90,2382
4793,PinuPond,95,607
4793,QuerGamb,10,300
4793,QuerGamb,15,684
4793,QuerGamb,20,29
4793,QuerGamb,25,350
4793,QuerGamb,30,740
4793,QuerGamb,35,504
4793,QuerGamb,40,652
4793,QuerGamb,55,585
4803,AbieConc,75,96
4803,AbieConc,90,302
4803,PinuPond,55,50
4803,PinuPond,60,70
4803,PinuPond,65,136
4803,PinuPond,70,85
4803,PinuPond,80,379
4803,PinuPond,85,842
4803,PinuPond,90,1274
4803,PinuPond,95,2301
4803,PinuPond,100,1359
4803,QuerGamb,20,46
4803,QuerGamb,25,111
4803,QuerGamb,40,931
4803,QuerGamb,45,1508
4803,QuerGamb,55,1933
4826,JuniMono,60,8
4826,JuniMono,65,11
4826,JuniMono,70,19
4826,JuniMono,80,51
4826,JuniMono,85,113
4826,PinuEdul,130,22
4826,PinuEdul,140,55
4865,PinuPond,75,276
4865,PinuPond,90,1946
4865,PinuPond,95,1651
4865,PinuPond,100,3015
4884,JuniOste,5,13
4884,JuniOste,60,29
4884,JuniOste,70,74
4884,JuniOste,75,154
4884,JuniOste,85,519
4884,JuniOste,90,979
4884,JuniOste,95,329
4884,JuniOste,100,361
4884,PinuEdul,125,56
4884,PinuEdul,135,71
4884,PinuEdul,145,186
4884,PinuEdul,155,723
4884,PinuEdul,160,364
4884,PinuEdul,170,639
4884,PinuEdul,175,443
4884,PinuEdul,195,513
4905,JuniOste,10,16
4905,JuniOste,70,41
4905,JuniOste,110,892
4905,JuniMono,85,154
4905,JuniMono,95,166
4905,JuniMono,100,202
4905,PinuEdul,80,101
4905,PinuEdul,110,11
4905,PinuEdul,115,11
4905,PinuEdul,130,42
4905,PinuEdul,140,175
4905,PinuEdul,145,66
4905,PinuEdul,150,208
4905,PinuEdul,160,157
4905,PinuEdul,165,225
4905,PinuEdul,170,192
4922,JuniMono,115,1108
4922,PinuEdul,110,23
4922,PinuEdul,120,27
4922,PinuPond,5,6
4922,PinuPond,50,206
4922,PinuPond,55,76
4922,PinuPond,60,33
4922,PinuPond,65,153
4922,PinuPond,75,138
4922,PinuPond,85,372
4922,PinuPond,100,1501
4922,PinuPond,105,4180
4922,PinuPond,110,3834
4981,JuniDepp,15,22
4981,JuniDepp,45,130
4981,JuniDepp,65,34
4981,JuniDepp,70,38
4981,JuniDepp,75,57
4981,JuniDepp,80,443
4981,JuniDepp,85,122
4981,JuniDepp,95,311
4981,JuniDepp,110,674
4981,PinuPond,60,103
4981,PinuPond,65,167
4981,PinuPond,70,213
4981,PinuPond,80,993
4981,PinuPond,90,1081
4981,QuerGamb,20,24
4981,QuerGamb,40,198
5146,JuniOste,5,23
5146,JuniOste,95,203
5146,PinuPond,55,38
5146,PinuPond,90,620
5146,PinuPond,95,1247
5146,QuerGamb,10,210
5146,QuerGamb,20,44
5146,QuerGamb,25,150
5146,QuerGamb,30,83
5249,JuniDepp,60,29
5249,JuniDepp,70,67
5249,JuniDepp,80,107
5249,JuniDepp,90,169
5249,JuniDepp,95,550
5249,JuniDepp,100,328
5249,JuniDepp,105,484
5249,JuniDepp,110,661
5249,PinuEdul,15,16
5249,PinuEdul,20,19
5249,PinuEdul,130,58
5249,PinuPond,55,15
5249,PinuPond,70,90
5249,QuerGamb,25,62
5249,QuerGamb,30,137
5249,QuerGamb,35,156
5249,QuerGamb,40,224
5249,QuerGamb,45,280
5249,QuerGamb,55,350
5305,JuniDepp,60,38
5305,JuniDepp,65,119
5305,JuniDepp,70,82
5305,JuniDepp,75,90
5305,JuniDepp,80,60
5305,JuniDepp,85,105
5305,PinuPond,35,129
5305,PinuPond,50,194
5305,PinuPond,55,100
5305,PinuPond,60,242
5305,PinuPond,65,48
5305,PinuPond,70,389
5305,PinuPond,75,161
5305,PinuPond,80,554
5305,PinuPond,85,931
5305,PinuPond,90,1116
5305,PinuPond,95,875
5305,QuerGamb,20,263
5305,QuerGamb,25,469
5305,QuerGamb,30,128
5305,QuerGamb,35,576
5305,QuerGamb,55,354
5331,JuniDepp,60,52
5331,JuniDepp,65,79
5331,JuniDepp,70,179
5331,JuniDepp,75,174
5331,JuniDepp,80,314
5331,JuniDepp,85,349
5331,JuniDepp,90,387
5331,JuniDepp,95,187
5331,JuniDepp,100,321
5331,PinuEdul,5,11
5331,PinuEdul,30,25
5331,PinuEdul,110,24
5331,PinuEdul,120,40
5331,PinuEdul,140,75
5331,PinuEdul,145,120
5331,PinuEdul,160,172
5331,PinuEdul,165,252
5331,PinuEdul,180,378
5331,QuerGamb,20,14
5331,QuerGamb,25,186
5331,QuerGamb,30,93
5331,QuerGamb,35,207
5331,QuerGamb,40,95
5331,QuerGamb,45,213
5331,QuerGamb,50,232
5361,JuniDepp,80,110
5361,JuniDepp,85,188
5361,JuniDepp,90,442
5361,JuniDepp,95,846
5361,JuniDepp,100,640
5361,JuniDepp,105,464
5361,PinuEdul,130,63
5361,QuerGamb,20,16
5361,QuerGamb,25,43
5361,QuerGamb,30,28
5361,QuerGamb,45,129
5375,JuniOste,70,75
5375,JuniDepp,60,12
5375,JuniDepp,65,33
5375,JuniDepp,90,251
5375,PinuPond,40,80
5375,PinuPond,45,143
5375,PinuPond,50,173
5375,PinuPond,55,46
5375,PinuPond,60,74
5375,PinuPond,65,125
5375,PinuPond,70,359
5375,PinuPond,90,556
5375,PinuPond,95,1720
5375,PseuMenz,60,32
5375,PseuMenz,65,176
5375,PseuMenz,70,95
5375,PseuMenz,75,418
5375,PseuMenz,80,208
5375,PseuMenz,85,541
5375,QuerGamb,20,188
5375,QuerGamb,25,650
5375,QuerGamb,30,639
5474,JuniOste,5,11
5474,JuniOste,20,29
5474,JuniOste,35,75
5474,JuniOste,60,20
5474,JuniOste,70,130
5474,JuniOste,75,73
5474,JuniOste,80,284
5474,JuniOste,100,365
5474,PinuEdul,110,16
5474,PinuEdul,170,276
5667,JuniDepp,15,22
5667,JuniDepp,30,52
5667,JuniDepp,55,31
5667,JuniDepp,60,54
5667,JuniDepp,70,31
5667,JuniDepp,75,149
5667,JuniDepp,80,163
