"","MapCode","SpeciesName","CohortAge","CohortBiomass"
"5179",12237,"PiceEnge",100,624.14
"5180",12237,"PiceEnge",105,709.39
"5181",12237,"PopuTrem",45,155.87
"5182",12237,"PopuTrem",70,140.14
"5183",12237,"PopuTrem",75,304.92
"5184",12237,"PopuTrem",85,179.19
"5185",12237,"PopuTrem",90,258.61
"5186",12237,"PopuTrem",95,832.7
"5187",12237,"PopuTrem",100,465.85
"5188",12326,"AbieLasi",70,40.7
"5189",12326,"AbieLasi",75,330.44
"5190",12326,"AbieLasi",85,324.94
"5191",12326,"AbieLasi",100,620.73
"5192",12326,"PiceEnge",70,89.32
"5193",12326,"PiceEnge",75,103.29
"5194",12326,"PiceEnge",80,167.53
"5195",12326,"PiceEnge",100,414.7
"5196",12326,"PiceEnge",110,556.82
"5197",12326,"PiceEnge",115,757.46
"5198",12326,"PiceEnge",125,2789.71
"5199",12326,"PiceEnge",130,2598.09
"5200",12326,"PiceEnge",135,3586.33
"5201",12460,"JuniOste",55,49.61
"5202",12460,"JuniOste",60,274.23
"5203",12460,"JuniOste",65,536.8
"5204",12460,"JuniOste",70,480.37
"5205",12460,"JuniOste",75,749.54
"5206",12460,"JuniOste",80,1679.37
"5207",12460,"JuniOste",85,1110.45
"5208",12460,"JuniOste",90,572.11
"5209",12460,"AbieLasi",5,6.05
"5210",12460,"AbieLasi",15,19.91
"5211",12460,"AbieLasi",30,48.4
"5212",12460,"AbieLasi",50,220.11
"5213",12460,"AbieLasi",65,42.79
"5214",12460,"AbieLasi",70,107.69
"5215",12460,"AbieLasi",75,203.39
"5216",12460,"PiceEnge",20,22.33
"5217",12460,"PiceEnge",40,80.85
"5218",12460,"PiceEnge",65,102.52
"5219",12460,"PiceEnge",70,314.6
"5220",12460,"PiceEnge",75,83.93
"5221",12460,"PiceEnge",80,742.17
"5222",12460,"PiceEnge",85,138.93
"5223",12460,"PiceEnge",90,211.42
"5224",12460,"PiceEnge",95,344.19
"5225",12460,"PiceEnge",100,1925.44
"5226",12460,"PiceEnge",110,827.42
"5227",12460,"PiceEnge",115,972.07
"5228",12332,"AbieLasi",60,105.71
"5229",12332,"AbieLasi",65,122.87
"5230",12332,"AbieLasi",70,242.33
"5231",12332,"AbieLasi",75,270.16
"5232",12332,"AbieLasi",80,978.12
"5233",12332,"AbieLasi",85,1609.41
"5234",12332,"AbieLasi",95,2905.32
"5235",12332,"AbieLasi",105,842.71
"5236",12332,"PiceEnge",65,8.14
"5237",12332,"PiceEnge",70,83.6
"5238",12332,"PiceEnge",80,NA
"5239",12332,"PiceEnge",85,681.89
"5240",12332,"PiceEnge",90,2420
"5241",12332,"PiceEnge",95,1851.52
"5242",12332,"PiceEnge",100,2354.11
"5243",12332,"PiceEnge",105,1423.4
"5244",12332,"PiceEnge",110,1149.94
"5245",12332,"PiceEnge",115,2432.54
"5246",12332,"PiceEnge",120,3230.48
"5247",12393,"AbieLasi",85,384.78
"5248",12393,"AbieLasi",90,141.24
"5249",12393,"AbieLasi",95,434.06
"5250",12393,"AbieLasi",100,353.54
"5251",12393,"AbieLasi",105,1207.69
"5252",12393,"AbieLasi",110,1304.38
"5253",12393,"AbieLasi",115,585.2
"5254",12393,"AbieLasi",120,1190.2
"5255",12393,"AbieLasi",125,289.52
"5256",12393,"AbieLasi",130,1605.23
"5257",12393,"PiceEnge",60,245.08
"5258",12393,"PiceEnge",65,NA
"5259",12393,"PiceEnge",70,136.62
"5260",12393,"PiceEnge",75,262.9
"5261",12393,"PiceEnge",80,NA
"5262",12393,"PiceEnge",85,383.02
"5263",12393,"PiceEnge",90,1084.16
"5264",12393,"PiceEnge",95,1304.71
"5265",12393,"PiceEnge",100,4303.2
"5266",12393,"PiceEnge",105,636.68
"5267",12393,"PiceEnge",110,1927.53
"5268",12393,"PiceEnge",115,1614.03
"5269",12773,"AbieConc",10,13.42
"5270",12773,"AbieConc",15,16.5
"5271",12773,"AbieConc",20,55.99
"5272",12773,"AbieConc",60,27.83
"5273",12773,"AbieConc",70,102.85
"5274",12773,"AbieConc",85,396.55
"5275",12773,"AbieConc",90,629.42
"5276",12773,"PicePung",65,242.77
"5277",12773,"PicePung",75,405.68
"5278",12773,"PinuPond",80,351.34
"5279",12773,"PopuTrem",35,79.64
"5280",12773,"PopuTrem",60,402.6
"5281",12773,"PopuTrem",65,56.65
"5282",12773,"PopuTrem",70,199.32
"5283",12773,"PopuTrem",75,345.29
"5284",12773,"PopuTrem",80,449.68
"5285",12773,"PopuTrem",90,765.49
"5286",12773,"PopuTrem",95,2147.97
"5287",12773,"PopuTrem",100,1130.47
"5288",12773,"PopuTrem",105,1014.97
"5289",12773,"PopuTrem",110,1736.68
"5290",12773,"QuerGamb",55,290.95
"5291",12773,"QuerGamb",65,69.3
"5292",12773,"QuerGamb",70,179.63
"5293",12773,"QuerGamb",80,65.89
"5294",13428,"PinuPond",50,172.7
"5295",13428,"PinuPond",55,25.63
"5296",13428,"PinuPond",65,60.72
"5297",13428,"PinuPond",75,205.92
"5298",13428,"PinuPond",90,1015.63
"5299",13428,"PinuPond",95,1102.2
"5300",13428,"PinuPond",100,1836.89
"5301",13428,"PinuPond",105,1636.8
"5302",13428,"PinuPond",110,6636.19
"5303",13428,"PopuTrem",30,71.17
"5304",13428,"PopuTrem",65,16.28
"5305",13428,"QuerGamb",5,46.97
"5306",13428,"QuerGamb",15,45.76
"5307",13428,"QuerGamb",20,65.23
"5308",13428,"QuerGamb",55,607.31
"5309",13428,"QuerGamb",60,342.76
"5310",13428,"QuerGamb",65,44.33
"5311",13428,"QuerGamb",75,105.6
"5312",13420,"JuniOste",40,89.98
"5313",13420,"JuniOste",50,168.96
"5314",13420,"JuniOste",60,37.62
"5315",13420,"JuniOste",65,185.35
"5316",13420,"JuniOste",75,199.65
"5317",13420,"JuniOste",80,662.2
"5318",13420,"JuniOste",85,1285.57
"5319",13420,"JuniOste",90,276.1
"5320",13420,"JuniOste",95,1548.14
"5321",13420,"JuniOste",100,466.73
"5322",13420,"JuniOste",105,607.53
"5323",13420,"JuniOste",110,1540.11
"5324",13420,"JuniOste",115,1233.54
"5325",13420,"PinuEdul",60,28.27
"5326",13420,"PinuEdul",95,418.33
"5327",13515,"AbieLasi",70,62.92
"5328",13515,"AbieLasi",80,116.6
"5329",13515,"AbieLasi",85,92.51
"5330",13515,"AbieLasi",95,393.8
"5331",13515,"PicePung",40,194.48
"5332",13515,"PicePung",60,77.99
"5333",13515,"PicePung",70,197.89
"5334",13515,"PicePung",90,1794.21
"5335",13515,"PinuPond",120,11551.1
"5336",13515,"PseuMenz",85,389.18
"5337",13515,"PopuTrem",70,81.18
"5338",13515,"PopuTrem",75,265.32
"5339",13515,"PopuTrem",80,337.7
"5340",13515,"PopuTrem",85,215.93
"5341",13515,"PopuTrem",90,1676.95
"5342",13515,"PopuTrem",95,862.4
"5343",13515,"PopuTrem",100,757.79
"5344",13515,"PopuTrem",105,547.14
"5345",13515,"PopuTrem",110,597.74
"5346",13445,"AbieLasi",30,61.27
"5347",13445,"AbieLasi",60,60.72
"5348",13445,"AbieLasi",65,NA
"5349",13445,"AbieLasi",70,192.17
"5350",13445,"AbieLasi",75,252.89
"5351",13445,"AbieLasi",80,NA
"5352",13445,"AbieLasi",85,334.4
"5353",13445,"AbieLasi",100,417.67
"5354",13445,"PiceEnge",55,206.47
"5355",13445,"PiceEnge",75,54.12
"5356",13445,"PiceEnge",90,224.84
"5357",13445,"PiceEnge",95,210.76
"5358",13445,"PiceEnge",105,594.77
"5359",13445,"PiceEnge",110,1584.22
"5360",13445,"PiceEnge",115,2239.82
"5361",13445,"PopuTrem",65,NA
"5362",13445,"PopuTrem",70,NA
"5363",13445,"PopuTrem",75,NA
"5364",13445,"PopuTrem",80,208.56
"5365",13445,"PopuTrem",85,299.97
"5366",13445,"PopuTrem",90,1346.4
"5367",13445,"PopuTrem",95,1598.41
"5368",13445,"PopuTrem",100,266.75
"5369",13464,"JuniOste",70,33.77
"5370",13464,"JuniOste",75,39.71
"5371",13464,"JuniOste",80,85.91
"5372",13464,"JuniOste",85,115.61
"5373",13464,"JuniOste",95,601.7
"5374",13464,"JuniOste",100,353.43
"5375",13464,"JuniOste",110,495.33
"5376",13464,"PicePung",45,15.18
"5377",13464,"PicePung",55,60.72
"5378",13464,"PicePung",85,1131.35
"5379",13464,"PinuEdul",5,10.67
"5380",13464,"PseuMenz",25,41.8
"5381",13464,"PseuMenz",45,195.58
"5382",13464,"PseuMenz",50,224.62
"5383",13464,"PseuMenz",60,26.18
"5384",13464,"PseuMenz",70,NA
"5385",13464,"PseuMenz",75,222.86
"5386",13464,"PseuMenz",80,133.32
"5387",13464,"PseuMenz",85,364.32
"5388",13464,"PseuMenz",90,376.42
"5389",13464,"QuerGamb",35,129.03
"5390",13452,"PopuTrem",65,14.63
"5391",13452,"PopuTrem",70,88
"5392",13452,"PopuTrem",75,114.73
"5393",13452,"PopuTrem",80,24.75
"5394",13452,"PopuTrem",85,301.07
"5395",13452,"PopuTrem",90,133.87
"5396",13452,"PopuTrem",95,260.04
"5397",13770,"QuerGamb",55,278.52
"5398",13770,"QuerGamb",60,1438.91
"5399",13770,"QuerGamb",65,9.68
"5400",13770,"QuerGamb",70,26.73
"5401",13770,"QuerGamb",75,90.2
"5402",13770,"QuerGamb",80,34.43
"5403",14041,"JuniOste",55,30.25
"5404",14041,"JuniOste",60,31.46
"5405",14041,"JuniOste",65,52.03
"5406",14041,"JuniOste",70,306.13
"5407",14041,"JuniOste",75,1288.1
"5408",14041,"JuniOste",80,2740.87
"5409",14041,"JuniOste",85,3075.05
"5410",14041,"JuniOste",90,1218.8
"5411",14041,"JuniOste",95,832.59
"5412",14041,"AbieLasi",60,39.82
"5413",14041,"AbieLasi",75,149.71
"5414",14041,"PiceEnge",70,55.99
"5415",14041,"PiceEnge",80,110.55
"5416",14041,"PiceEnge",105,763.84
"5417",14041,"PiceEnge",120,1228.15
"5418",14041,"PseuMenz",110,1807.19
"5419",14041,"PopuTrem",65,32.78
"5420",14041,"PopuTrem",75,110
"5421",14041,"PopuTrem",85,158.73
"5422",14041,"PopuTrem",95,123.09
"5423",43778,"JuniOste",65,13.53
"5424",43778,"JuniOste",70,24.2
"5425",43778,"JuniOste",75,34.43
"5426",43778,"JuniOste",80,68.42
"5427",43778,"JuniOste",85,245.19
"5428",43778,"JuniOste",90,196.57
"5429",43778,"JuniOste",95,273.79
"5430",43778,"JuniOste",100,349.14
"5431",43778,"JuniOste",105,484.22
"5432",43778,"PinuEdul",40,84.81
"5433",43778,"PinuEdul",45,106.48
"5434",43778,"PinuEdul",55,16.72
"5435",43778,"PinuEdul",60,46.64
"5436",43778,"PinuEdul",65,114.4
"5437",43778,"PinuEdul",70,114.29
"5438",43778,"PinuEdul",75,467.28
"5439",43778,"PinuEdul",85,192.94
"5440",43778,"PinuEdul",90,305.58
"5441",43832,"JuniOste",100,507.54
"5442",43832,"JuniOste",35,74.69
"5443",43832,"JuniOste",60,9.02
"5444",43832,"JuniOste",65,33.22
"5445",43832,"PinuEdul",10,16.17
"5446",43832,"PinuEdul",15,22.22
"5447",43832,"PinuEdul",75,104.28
"5448",43832,"PinuPond",10,7.26
"5449",43832,"PinuPond",20,40.59
"5450",43832,"PinuPond",25,89.54
"5451",43832,"PinuPond",30,146.19
"5452",43832,"PinuPond",35,245.3
"5453",43832,"PinuPond",40,100.87
"5454",43832,"PinuPond",50,355.96
"5455",43832,"PinuPond",55,268.18
"5456",43832,"PinuPond",60,74.14
"5457",43832,"PinuPond",65,55
"5458",43832,"PinuPond",70,554.51
"5459",43832,"PinuPond",75,379.39
"5460",43832,"PinuPond",80,296.23
"5461",43832,"PinuPond",85,443.85
"5462",43832,"PinuPond",90,356.62
"5463",43832,"PinuPond",95,734.36
"5464",43828,"JuniOste",60,13.2
"5465",43828,"JuniOste",65,20.13
"5466",43828,"JuniOste",70,25.63
"5467",43828,"JuniOste",75,52.91
"5468",43828,"JuniOste",80,262.13
"5469",43828,"PinuEdul",70,145.64
"5470",43828,"PinuPond",60,55.33
"5471",43828,"PinuPond",80,241.56
"5472",43828,"PinuPond",85,499.4
"5473",43828,"PinuPond",100,1092.74
"5474",43828,"PinuPond",110,4004.99
"5475",43828,"PseuMenz",75,238.48
"5476",43828,"PseuMenz",80,119.13
"5477",43828,"QuerGamb",70,48.95
"5478",43828,"QuerGamb",80,134.97
"5479",43828,"QuerGamb",85,281.27
"5480",43828,"QuerGamb",95,835.78
"5481",43828,"QuerGamb",100,96.91
"5482",43828,"QuerGamb",105,609.73
"5483",43828,"QuerGamb",110,726
"5484",43591,"PinuEdul",65,32.45
"5485",43591,"PinuPond",60,41.14
"5486",43591,"PinuPond",80,215.82
"5487",43591,"PinuPond",85,382.58
"5488",43591,"PinuPond",90,574.75
"5489",43591,"PinuPond",95,2698.19
"5490",43591,"PinuPond",100,2638.46
"5491",43591,"PinuPond",105,2225.19
"5492",43758,"JuniOste",20,32.23
"5493",43758,"JuniOste",65,21.56
"5494",43758,"JuniOste",70,35.42
"5495",43758,"PinuPond",55,17.16
"5496",43758,"PinuPond",65,76.23
"5497",43758,"PinuPond",70,419.1
"5498",43758,"PinuPond",75,459.25
"5499",43758,"PinuPond",80,732.27
"5500",43758,"PinuPond",90,1423.29
"5501",43758,"PinuPond",95,2135.87
"5502",43758,"PinuPond",105,2272.05
"5503",43758,"PinuPond",110,4115.54
"5504",43758,"PinuPond",115,4156.13
"5505",43758,"QuerGamb",40,166.98
"5506",43758,"QuerGamb",70,38.28
"5507",43758,"QuerGamb",110,424.27
"5508",43625,"JuniOste",65,20.57
"5509",43625,"JuniOste",70,30.14
"5510",43625,"JuniOste",110,759.55
"5511",43625,"PinuPond",55,14.96
"5512",43625,"PinuPond",70,131.23
"5513",43625,"PinuPond",75,199.87
"5514",43625,"QuerGamb",65,22.66
"5515",43625,"QuerGamb",70,32.23
"5516",43625,"QuerGamb",75,189.42
"5517",43625,"QuerGamb",80,885.39
"5518",43625,"QuerGamb",85,572.77
"5519",43625,"QuerGamb",90,314.71
"5520",43625,"QuerGamb",95,224.51
"5521",43735,"JuniOste",60,11.55
"5522",43735,"JuniOste",65,43.23
"5523",43735,"JuniOste",70,126.17
"5524",43735,"JuniOste",75,32.23
"5525",43735,"JuniOste",80,241.56
"5526",43735,"JuniOste",90,147.73
"5527",43735,"JuniOste",105,441.65
"5528",43735,"PinuEdul",70,53.79
"5529",43735,"PinuPond",60,24.2
"5530",43735,"PinuPond",70,71.72
"5531",43735,"PinuPond",75,291.94
"5532",43735,"PinuPond",85,223.52
"5533",43680,"PinuEdul",60,22.33
"5534",43680,"PinuEdul",65,59.51
"5535",43680,"PinuPond",40,79.53
"5536",43680,"PinuPond",65,78.98
"5537",43680,"PinuPond",70,337.59
"5538",43680,"PinuPond",75,130.46
"5539",43680,"PinuPond",85,699.82
"5540",43680,"PinuPond",90,1500.95
"5541",43680,"PinuPond",100,1062.49
"5542",43680,"PinuPond",105,1651.54
"5543",43680,"PseuMenz",85,249.26
"5544",43680,"PseuMenz",100,571.01
"5545",43680,"QuerGamb",65,87.01
"5546",43680,"QuerGamb",70,42.46
"5547",43680,"QuerGamb",75,214.17
"5548",43680,"QuerGamb",85,127.27
"5549",43680,"QuerGamb",90,177.98
"5550",43809,"JuniOste",70,263.12
"5551",43809,"JuniOste",80,343.09
"5552",43809,"AbieConc",65,52.69
"5553",43809,"AbieConc",70,91.85
"5554",43809,"AbieConc",75,NA
"5555",43809,"AbieConc",80,423.5
"5556",43809,"AbieConc",90,384.89
"5557",43809,"AbieConc",95,16.83
"5558",43809,"PinuPond",65,78.54
"5559",43809,"PinuPond",85,456.83
"5560",43809,"PseuMenz",80,274.78
"5561",43809,"PseuMenz",105,978.89
"5562",43809,"PseuMenz",110,1174.03
"5563",43809,"PopuTrem",70,48.73
"5564",43809,"PopuTrem",75,88.11
"5565",43809,"PopuTrem",80,211.75
"5566",43809,"PopuTrem",85,240.35
"5567",43809,"PopuTrem",90,205.26
"5568",43559,"JuniOste",35,69.85
"5569",43559,"JuniOste",65,46.97
"5570",43559,"JuniOste",70,41.14
"5571",43559,"JuniOste",75,53.24
"5572",43559,"JuniOste",80,257.07
"5573",43559,"JuniOste",90,153.89
"5574",43559,"PinuEdul",5,10.67
"5575",43559,"PinuEdul",20,35.86
"5576",43559,"PinuEdul",25,39.6
"5577",43559,"PinuEdul",35,79.75
"5578",43559,"PinuEdul",40,100.87
"5579",43559,"PinuEdul",50,297.99
"5580",43559,"PinuEdul",55,53.9
"5581",43559,"PinuEdul",60,37.95
"5582",43559,"PinuEdul",70,177.54
"5583",43559,"PinuEdul",75,118.14
"5584",43559,"PinuPond",50,172.7
"5585",43559,"PinuPond",55,27.39
"5586",43559,"PinuPond",60,431.42
"5587",43559,"PinuPond",65,352.99
"5588",43559,"PinuPond",70,680.35
"5589",43559,"PinuPond",75,647.79
"5590",43559,"PinuPond",80,225.17
"5591",43559,"PinuPond",105,1596.76
"5592",43559,"QuerGamb",20,65.23
"5593",43559,"QuerGamb",35,111.54
"5594",43559,"QuerGamb",45,208.78
"5595",43559,"QuerGamb",75,69.3
"5596",43559,"QuerGamb",80,183.59
"5597",43559,"QuerGamb",85,323.62
"5598",43559,"QuerGamb",90,168.96
"5599",43559,"QuerGamb",95,180.07
"5600",43822,"JuniOste",65,65.34
"5601",43822,"PinuPond",30,36.41
"5602",43822,"PinuPond",55,169.84
"5603",43822,"PinuPond",60,137.83
"5604",43822,"PinuPond",65,204.27
"5605",43822,"PinuPond",70,831.6
"5606",43822,"PinuPond",75,907.17
"5607",43822,"PinuPond",80,1877.15
"5608",43822,"PinuPond",85,944.13
"5609",43822,"PinuPond",90,2152.48
"5610",43822,"PinuPond",95,1127.72
"5611",43822,"PinuPond",100,391.93
"5612",43822,"PseuMenz",85,251.68
"5613",43822,"PseuMenz",90,348.37
"5614",43822,"PseuMenz",105,878.02
"5615",43822,"QuerGamb",10,34.1
"5616",43822,"QuerGamb",20,52.03
"5617",43822,"QuerGamb",45,208.78
"5618",43822,"QuerGamb",50,219.89
"5619",43822,"QuerGamb",65,137.61
"5620",43822,"QuerGamb",70,211.42
"5621",43822,"QuerGamb",75,60.94
"5622",43835,"PinuEdul",45,112.2
"5623",43835,"PinuEdul",55,18.15
"5624",43835,"PinuEdul",60,52.36
"5625",43835,"PinuEdul",65,132.44
"5626",43835,"PinuEdul",70,42.9
"5627",43835,"PinuEdul",75,145.97
"5628",43835,"PinuEdul",80,375.76
"5629",43689,"PinuPond",70,66.77
"5630",43689,"PinuPond",75,690.91
"5631",43689,"PinuPond",80,893.97
"5632",43689,"PinuPond",85,1212.31
"5633",43689,"PinuPond",100,1929.07
"5634",43639,"JuniOste",65,37.4
"5635",43639,"JuniOste",105,421.96
"5636",43639,"PinuEdul",70,88.88
"5637",43639,"PinuEdul",75,119.79
"5638",43639,"PinuEdul",90,441.76
"5639",43829,"JuniOste",90,120.12
"5640",43829,"JuniOste",95,246.4
"5641",43829,"JuniOste",100,527.67
"5642",43829,"JuniOste",120,1807.08
"5643",43829,"PinuEdul",50,318.45
"5644",43829,"PinuEdul",55,107.8
"5645",43829,"PinuEdul",60,243.87
"5646",43829,"PinuEdul",65,338.47
"5647",43829,"PinuEdul",70,476.08
"5648",43829,"PinuEdul",75,177.65
"5649",43829,"PinuEdul",80,132.22
"5650",43829,"PinuEdul",85,571.78
"5651",43692,"JuniOste",60,10.01
"5652",43692,"JuniOste",70,19.14
"5653",43692,"JuniOste",75,24.42
"5654",43692,"JuniOste",100,1046.1
"5655",43692,"JuniOste",110,583
"5656",43692,"PinuEdul",60,26.73
"5657",43692,"PinuEdul",65,128.48
"5658",43692,"PinuEdul",70,148.72
"5659",43692,"PinuEdul",75,376.64
"5660",43649,"JuniOste",55,11.44
"5661",43649,"JuniOste",60,16.17
"5662",43649,"JuniOste",70,21.12
"5663",43649,"JuniOste",75,34.98
"5664",43649,"JuniOste",80,67.76
"5665",43649,"JuniOste",90,169.84
"5666",43649,"JuniOste",95,178.97
"5667",43649,"JuniOste",100,362.45
"5668",43649,"PinuEdul",55,7.26
"5669",43649,"PinuPond",60,37.73
"5670",43649,"PinuPond",85,454.3
"5671",43649,"PinuPond",95,2057.77
"5672",43649,"PinuPond",105,1754.17
"5673",43649,"QuerGamb",105,650.65
"5674",43649,"QuerGamb",115,1155.77
"5675",43675,"JuniOste",55,10.56
"5676",43675,"JuniOste",70,67.43
"5677",43675,"JuniOste",80,99.88
"5678",43675,"JuniOste",95,252.56
"5679",43675,"PinuEdul",65,55.55
"5680",43675,"PinuEdul",80,143.33
"5681",43675,"PinuPond",55,16.94
"5682",43675,"PinuPond",95,1361.69
"5683",43676,"JuniOste",80,116.05
"5684",43676,"JuniOste",110,723.03
"5685",43676,"PinuEdul",10,19.14
"5686",43676,"PinuEdul",35,79.75
"5687",43676,"PinuEdul",40,100.87
"5688",43676,"PinuEdul",45,130.02
"5689",43676,"PinuEdul",55,83.49
"5690",43676,"PinuEdul",60,197.34
"5691",43676,"PinuEdul",65,325.49
"5692",43676,"PinuEdul",70,318.67
"5693",43676,"PinuEdul",75,422.18
"5694",43676,"PinuEdul",90,377.41
"5695",43676,"PinuPond",90,262.9
"5696",43676,"QuerGamb",65,45.54
"5697",43676,"QuerGamb",75,51.26
"5698",43779,"JuniOste",65,25.08
"5699",43779,"JuniOste",70,9.68
"5700",43779,"JuniOste",85,39.71
"5701",43779,"JuniOste",90,50.16
"5702",43779,"JuniOste",95,147.95
"5703",43779,"JuniOste",105,379.5
"5704",43779,"JuniOste",110,493.02
"5705",43779,"JuniOste",5,13.31
"5706",43779,"JuniOste",10,16.17
"5707",43779,"JuniOste",15,22.22
"5708",43779,"JuniOste",30,51.81
"5709",43779,"JuniOste",60,40.26
"5710",43779,"JuniOste",65,22.77
"5711",43779,"JuniOste",75,48.84
"5712",43779,"JuniOste",80,154.44
"5713",43779,"JuniOste",90,607.31
"5714",43779,"JuniOste",95,251.9
"5715",43779,"JuniOste",100,239.36
"5716",43779,"PinuEdul",5,10.67
"5717",43779,"PinuEdul",55,29.92
"5718",43779,"PinuEdul",60,72.49
"5719",43779,"PinuEdul",70,211.86
"5720",43779,"PinuEdul",75,227.26
"5721",43779,"PinuPond",55,46.75
"5722",43779,"PinuPond",60,144.43
"5723",43779,"PinuPond",65,34.32
"5724",43779,"PinuPond",70,268.95
"5725",43779,"PinuPond",75,11.88
"5726",43779,"PinuPond",85,614.79
"5727",43783,"JuniOste",65,21.23
"5728",43783,"PinuPond",60,36.3
"5729",43783,"PinuPond",70,46.75
"5730",43783,"PinuPond",80,406.23
"5731",43783,"PinuPond",85,279.51
"5732",43783,"PinuPond",100,830.5
"5733",43783,"QuerGamb",75,69.3
"5734",43535,"JuniOste",65,18.7
"5735",43535,"PinuEdul",55,20.46
"5736",43535,"PinuEdul",60,39.71
"5737",43535,"PinuEdul",70,53.35
"5738",43535,"PinuEdul",75,101.97
"5739",43535,"PinuEdul",80,248.71
"5740",43535,"PinuPond",65,37.18
"5741",43535,"PinuPond",75,93.61
"5742",43535,"PinuPond",95,728.2
"5743",43535,"PinuPond",100,1689.05
"5744",43535,"QuerGamb",20,52.03
"5745",43535,"QuerGamb",60,383.79
"5746",43535,"QuerGamb",65,599.28
"5747",43535,"QuerGamb",70,463.65
"5748",43535,"QuerGamb",75,306.68
"5749",43535,"QuerGamb",80,54.67
"5750",43535,"QuerGamb",85,67.87
"5751",43535,"QuerGamb",90,153.12
"5752",43634,"JuniOste",35,70.62
"5753",43634,"JuniOste",60,46.64
"5754",43634,"AbieConc",60,123.09
"5755",43634,"AbieConc",65,54.23
"5756",43634,"PinuPond",35,122.54
"5757",43634,"PinuPond",50,229.46
"5758",43634,"PinuPond",55,42.46
"5759",43634,"PinuPond",60,NA
"5760",43634,"PinuPond",65,91.63
"5761",43634,"PinuPond",75,294.14
"5762",43634,"PinuPond",85,812.13
"5763",43634,"PinuPond",95,1371.04
"5764",43634,"PinuPond",105,1617.44
"5765",43634,"PseuMenz",5,16.39
"5766",43634,"PseuMenz",35,75.9
"5767",43634,"PseuMenz",40,122.21
"5768",43634,"PseuMenz",45,156.42
"5769",43634,"PseuMenz",50,209.77
"5770",43634,"PseuMenz",60,81.95
"5771",43634,"PseuMenz",65,293.92
"5772",43634,"PseuMenz",70,73.92
"5773",43634,"PseuMenz",75,159.83
"5774",43634,"PseuMenz",80,524.59
"5775",43634,"PseuMenz",100,441.76
"5776",43634,"PseuMenz",105,835.45
"5777",43634,"QuerGamb",25,79.64
"5778",43634,"QuerGamb",40,314.38
"5779",43634,"QuerGamb",65,24.86
"5780",43650,"JuniOste",20,175.67
"5781",43650,"JuniOste",40,147.51
"5782",43650,"JuniOste",45,198
"5783",43650,"JuniOste",65,12.98
"5784",43650,"JuniOste",70,30.47
"5785",43650,"JuniOste",75,26.73
"5786",43650,"JuniOste",80,22.44
"5787",43650,"JuniOste",85,46.75
"5788",43650,"JuniOste",75,50.27
"5789",43650,"JuniOste",80,129.69
"5790",43650,"JuniOste",85,173.91
"5791",43650,"JuniOste",90,140.25
"5792",43650,"JuniOste",110,680.24
"5793",43650,"JuniOste",115,746.35
"5794",43650,"JuniOste",120,720.83
"5795",43650,"PinuEdul",60,31.02
"5796",43650,"PinuEdul",65,144.1
"5797",43650,"PinuEdul",70,336.71
"5798",43650,"PinuEdul",75,997.81
"5799",43650,"PinuEdul",80,1031.91
"5800",43650,"PinuEdul",85,660.11
"5801",43650,"PinuEdul",95,597.08
"5802",43830,"PinuEdul",60,48.62
"5803",43830,"PinuEdul",65,92.84
"5804",43830,"PinuEdul",70,3.08
"5805",43830,"PinuEdul",75,174.02
"5806",43830,"PinuEdul",85,389.4
"5807",43830,"PinuEdul",90,766.15
"5808",43830,"PinuEdul",95,341.22
"5809",43760,"JuniOste",70,11.55
"5810",43760,"PinuPond",60,217.47
"5811",43760,"PinuPond",65,38.94
"5812",43760,"PinuPond",70,265.54
"5813",43760,"PinuPond",75,160.6
"5814",43760,"PinuPond",80,421.96
"5815",43760,"PinuPond",85,316.69
"5816",43760,"PinuPond",90,2715.57
"5817",43760,"PinuPond",95,1151.81
"5818",43760,"PinuPond",100,1167.43
"5819",43608,"JuniOste",80,79.2
"5820",43608,"JuniOste",85,127.49
"5821",43608,"JuniOste",90,61.49
"5822",43608,"JuniOste",95,446.6
"5823",43608,"JuniOste",100,250.03
"5824",43608,"JuniOste",110,307.01
"5825",43608,"PinuEdul",60,23.98
"5826",43608,"PinuEdul",65,33.55
"5827",43608,"PinuEdul",70,87.45
"5828",43608,"PinuEdul",80,186.78
"5829",43608,"PinuPond",35,61.05
"5830",43608,"PinuPond",50,205.59
"5831",43608,"PinuPond",65,314.27
"5832",43608,"PinuPond",70,569.25
"5833",43608,"PinuPond",75,105.82
"5834",43655,"AbieConc",60,43.12
"5835",43655,"AbieConc",85,293.04
"5836",43655,"PinuPond",50,242
"5837",43655,"PinuPond",55,28.6
"5838",43655,"PinuPond",70,96.25
"5839",43655,"PinuPond",75,174.46
"5840",43655,"PinuPond",80,412.61
"5841",43655,"PinuPond",85,304.37
"5842",43655,"PinuPond",95,1176.12
"5843",43655,"PseuMenz",65,105.16
"5844",43655,"PseuMenz",70,82.5
"5845",43655,"PseuMenz",75,331.65
"5846",43655,"PseuMenz",80,630.08
"5847",43655,"PseuMenz",85,817.85
"5848",43655,"PseuMenz",90,399.41
"5849",43655,"PseuMenz",95,1557.6
"5850",43655,"PseuMenz",100,908.93
"5851",43655,"QuerGamb",5,28.71
"5852",43655,"QuerGamb",65,100.54
"5853",43655,"QuerGamb",70,262.79
"5854",43655,"QuerGamb",75,71.94
"5855",43655,"QuerGamb",80,219.23
