"","MapCode","SpeciesName","CohortAge","CohortBiomass"
"59",11505,"PinuPond",70,269.72
"60",11505,"PinuPond",75,534.6
"61",11505,"PinuPond",80,235.51
"62",11505,"PinuPond",85,379.39
"63",11505,"PinuPond",90,708.62
"64",11505,"PinuPond",95,878.46
"65",11626,"AbieConc",45,205.7
"66",11626,"PinuPond",55,57.09
"67",11626,"PinuPond",60,44.22
"68",11626,"PinuPond",70,162.8
"69",11626,"PinuPond",80,165.99
"70",11626,"PinuPond",90,679.8
"71",11626,"PinuPond",95,792.33
"72",11626,"PinuPond",100,2388.65
"73",11626,"PseuMenz",65,69.19
"74",11626,"PseuMenz",70,339.68
"75",11626,"PseuMenz",75,96.25
"76",11626,"PseuMenz",80,357.39
"77",11626,"PseuMenz",85,696.19
"78",11626,"PseuMenz",90,690.91
"79",11626,"PseuMenz",100,538.56
"80",11626,"PseuMenz",105,894.3
"81",11626,"PseuMenz",115,4374.04
"82",11863,"AbieLasi",5,20.35
"83",11863,"AbieLasi",10,10.67
"84",11863,"AbieLasi",20,55.66
"85",11863,"AbieLasi",25,117.7
"86",11863,"AbieLasi",30,54.67
"87",11863,"AbieLasi",40,213.4
"88",11863,"AbieLasi",50,191.95
"89",11863,"AbieLasi",60,64.46
"90",11863,"AbieLasi",65,227.7
"91",11863,"AbieLasi",70,217.14
"92",11863,"AbieLasi",75,535.48
"93",11863,"AbieLasi",85,242.66
"94",11863,"AbieLasi",90,839.3
"95",11863,"AbieLasi",100,1524.16
"96",11863,"AbieLasi",105,934.89
"97",11863,"AbieLasi",110,1076.68
"98",11863,"PopuTrem",40,143.11
"99",11863,"PopuTrem",80,136.4
"100",11863,"PopuTrem",90,225.94
"101",11863,"PopuTrem",100,418.66
"102",11863,"PopuTrem",105,616.22
"103",11940,"PopuTrem",65,26.73
"104",11940,"PopuTrem",70,136.62
"105",11940,"PopuTrem",75,214.28
"106",11940,"PopuTrem",80,329.67
"107",11940,"PopuTrem",90,160.6
"108",12168,"PopuTrem",65,22.11
"109",12168,"PopuTrem",70,116.6
"110",12168,"PopuTrem",75,110
"111",12168,"PopuTrem",80,843.04
"112",12168,"PopuTrem",85,1291.62
"113",12168,"PopuTrem",90,847.88
"114",12168,"PopuTrem",105,543.29
"115",12327,"AbieLasi",45,131.45
"116",12327,"AbieLasi",55,336.82
"117",12327,"AbieLasi",60,22.77
"118",12327,"AbieLasi",65,19.36
"119",12327,"AbieLasi",70,133.43
"120",12327,"AbieLasi",75,76.78
"121",12327,"AbieLasi",80,142.67
"122",12327,"AbieLasi",90,340.12
"123",12327,"PopuTrem",70,186.67
"124",12327,"PopuTrem",75,113.3
"125",12327,"PopuTrem",80,915.53
"126",12327,"PopuTrem",85,233.09
"127",12327,"PopuTrem",90,1553.42
"128",12327,"PopuTrem",95,3790.93
"129",12327,"PopuTrem",100,3812.16
"130",12386,"PiceEnge",130,660.11
"131",12386,"PopuTrem",45,169.18
"132",12386,"PopuTrem",55,637.34
"133",12386,"PopuTrem",60,851.62
"134",12386,"PopuTrem",65,140.47
"135",12386,"PopuTrem",70,506.33
"136",12386,"PopuTrem",75,535.37
"137",12386,"PopuTrem",80,418.33
"138",12386,"PopuTrem",85,1145.1
"139",12386,"PopuTrem",90,318.89
"140",12386,"PopuTrem",95,267.63
"141",12386,"PopuTrem",105,1049.62
"142",12479,"AbieLasi",70,49.5
"143",12479,"PiceEnge",95,333.41
"144",12479,"PiceEnge",105,510.18
"145",12479,"PiceEnge",115,4343.9
"146",12479,"PiceEnge",120,3321.67
"147",12479,"PiceEnge",125,2988.48
"148",12482,"AbieConc",30,54.67
"149",12482,"AbieConc",65,136.73
"150",12482,"AbieConc",70,237.05
"151",12482,"AbieConc",75,348.26
"152",12482,"AbieConc",80,931.26
"153",12482,"AbieConc",90,3391.08
"154",12482,"AbieConc",95,962.72
"155",12482,"PopuTrem",60,402.6
"156",12482,"PopuTrem",65,49.28
"157",12482,"PopuTrem",70,167.2
"158",12482,"PopuTrem",75,86.35
"159",12482,"PopuTrem",80,104.72
"160",12482,"PopuTrem",85,250.25
"161",12482,"PopuTrem",95,297.77
"162",12482,"PopuTrem",100,583
"163",12482,"QuerGamb",15,266.31
"164",12482,"QuerGamb",20,1294.48
"165",12482,"QuerGamb",25,446.6
"166",12635,NA,5,8.58
"167",12635,NA,15,22.77
"168",12635,NA,40,175.67
"169",12635,NA,55,14.08
"170",12635,NA,60,231.99
"171",12635,NA,65,504.57
"172",12635,NA,70,522.83
"173",12635,NA,75,269.28
"174",12635,NA,80,349.14
"175",12635,"AbieLasi",10,13.42
"176",12635,"AbieLasi",20,51.48
"177",12635,"AbieLasi",35,83.93
"178",12635,"AbieLasi",40,193.93
"179",12635,"AbieLasi",45,166.1
"180",12635,"AbieLasi",55,283.14
"181",12635,"AbieLasi",70,51.59
"182",12635,"AbieLasi",75,88
"183",12635,"AbieLasi",85,137.06
"184",12635,"PiceEnge",25,34.32
"185",12635,"PiceEnge",35,60.83
"186",12635,"PiceEnge",70,36.08
"187",12635,"PiceEnge",90,138.16
"188",12673,NA,70,10.45
"189",12673,NA,85,507.65
"190",12673,NA,90,586.19
"191",12673,NA,95,1096.48
"192",12673,NA,100,1470.7
"193",12673,NA,105,1281.61
"194",12709,"JuniOste",10,16.17
"195",12709,"JuniOste",60,96.69
"196",12709,"JuniOste",65,38.94
"197",12709,"JuniOste",80,143.77
"198",12709,"JuniOste",85,529.76
"199",12709,"JuniOste",90,274.45
"200",12709,"JuniOste",100,522.61
"201",12709,"PinuEdul",115,17.16
"202",12709,"PinuEdul",125,65.01
"203",12709,"PinuEdul",130,101.09
"204",12709,"PinuEdul",135,60.72
"205",12709,"PinuEdul",145,99.55
"206",12709,"PinuEdul",160,329.89
"207",12709,"PinuEdul",165,264.11
"208",12709,"PinuEdul",170,668.03
"209",12709,"PinuEdul",175,1017.17
"210",12709,"PinuEdul",205,808.39
"211",12709,"PinuEdul",210,999.79
"212",12742,"AbieConc",10,13.42
"213",12742,"AbieConc",45,178.75
"214",12742,"AbieConc",85,1525.37
"215",12742,"AbieConc",90,1393.7
"216",12742,"AbieConc",95,845.57
"217",12742,"AbieConc",100,1028.17
"218",12742,"PinuPond",75,242.66
"219",12742,"PinuPond",80,337.92
"220",12742,"PinuPond",85,1037.19
"221",12742,"PinuPond",90,1334.52
"222",12742,"PinuPond",100,1267.64
"223",12742,"QuerGamb",10,28.71
"224",12742,"QuerGamb",15,276.43
"225",12742,"QuerGamb",20,356.18
"226",12777,"AbieLasi",60,44.33
"227",12777,"AbieLasi",65,59.18
"228",12777,"AbieLasi",70,179.85
"229",12777,"AbieLasi",75,124.85
"230",12777,"AbieLasi",80,88.99
"231",12777,"AbieLasi",85,181.17
"232",12777,"AbieLasi",100,490.27
"233",12777,"PiceEnge",60,258.72
"234",12777,"PiceEnge",65,333.74
"235",12777,"PiceEnge",100,411.29
"236",12777,"PiceEnge",105,694.98
"237",12777,"PiceEnge",110,784.96
"238",12777,"PiceEnge",115,1083.06
"239",12777,"PiceEnge",125,2033.9
"240",12777,"PopuTrem",65,54.56
"241",12777,"PopuTrem",70,253.77
"242",12777,"PopuTrem",75,353.54
"243",12777,"PopuTrem",80,1571.02
"244",12777,"PopuTrem",85,2114.75
"245",12777,"PopuTrem",90,2036.21
"246",12777,"PopuTrem",95,2150.72
"247",12777,"PopuTrem",100,466.29
"248",12777,"PopuTrem",105,1602.04
"249",12777,"PopuTrem",115,1340.13
"250",12932,"JuniMono",85,95.59
"251",12932,"PinuEdul",5,10.67
"252",12932,"PinuEdul",65,65.12
"253",12932,"PinuEdul",90,130.02
"254",12932,"PinuEdul",130,47.08
"255",12932,"PinuEdul",135,67.76
"256",12932,"PinuEdul",145,81.62
"257",12932,"PinuEdul",155,129.03
"258",12932,"PinuEdul",160,168.08
"259",12932,"PinuPond",10,21.89
"260",12932,"PinuPond",25,32.34
"261",12932,"PinuPond",60,30.58
"262",12932,"PinuPond",75,292.05
"263",12932,"QuerGamb",10,178.09
"264",12932,"QuerGamb",25,15.73
"265",12943,"PinuEdul",115,59.07
"266",12943,"PinuEdul",120,22.88
"267",12943,"PinuPond",55,105.82
"268",12943,"PinuPond",60,70.62
"269",12943,"PinuPond",65,516.78
"270",12943,"PinuPond",70,826.87
"271",12943,"PinuPond",75,1079.76
"272",12943,"PinuPond",80,714.67
"273",12943,"PinuPond",90,431.53
"274",12943,"PseuMenz",60,26.07
"275",12943,"PseuMenz",75,99.11
"276",12943,"QuerGamb",10,192.94
"277",12943,"QuerGamb",15,390.94
"278",12943,"QuerGamb",20,303.49
"279",13204,"AbieConc",80,223.08
"280",13204,"AbieConc",85,390.17
"281",13204,"PiceEnge",80,70.73
"282",13204,"PiceEnge",85,117.26
"283",13204,"PiceEnge",125,2796.64
"284",13204,"PseuMenz",110,1927.31
"285",13204,"PopuTrem",70,365.2
"286",13204,"PopuTrem",75,1425.27
"287",13204,"PopuTrem",80,1089.66
"288",13204,"PopuTrem",85,5610.77
"289",13204,"PopuTrem",90,6646.64
"290",13204,"PopuTrem",95,2409.66
"291",13204,"PopuTrem",100,4858.04
"292",13204,"PopuTrem",105,755.7
"293",13378,"JuniMono",70,37.73
"294",13378,"JuniMono",85,188.54
"295",13378,"JuniMono",95,240.68
"296",13378,"PinuPond",105,2093.96
"297",13378,"QuerGamb",10,644.82
"298",13378,"QuerGamb",15,1211.32
"299",13378,"QuerGamb",20,25.19
"300",13513,NA,5,7.59
"301",13513,NA,80,42.13
"302",13513,NA,85,99.33
"303",13513,NA,90,358.16
"304",13513,NA,95,275.66
"305",13513,NA,100,445.5
"306",13917,"AbieLasi",50,205.7
"307",13917,"AbieLasi",60,38.5
"308",13917,"AbieLasi",65,88.77
"309",13917,"AbieLasi",70,187.88
"310",13917,"AbieLasi",75,101.64
"311",13917,"AbieLasi",80,168.19
"312",13917,"PiceEnge",85,241.78
"313",13917,"PiceEnge",90,336.49
"314",13917,"PiceEnge",95,642.51
"315",13917,"PiceEnge",100,1271.6
"316",13917,"PiceEnge",105,950.62
"317",13917,"PiceEnge",110,1586.86
"318",13934,NA,60,39.05
"319",13934,NA,90,248.05
"320",13934,NA,95,385.66
"321",13934,"AbieLasi",75,70.18
"322",13934,"AbieLasi",85,244.64
"323",13934,"PiceEnge",80,78.1
"324",13934,"PiceEnge",90,313.39
"325",13934,"PiceEnge",95,185.46
"326",13934,"PiceEnge",105,420.31
"327",13934,"PiceEnge",115,782.43
"328",13934,"PopuTrem",30,63.14
"329",13934,"PopuTrem",55,936.43
"330",13934,"PopuTrem",65,37.73
"331",13934,"PopuTrem",70,208.56
"332",13934,"PopuTrem",75,212.3
"333",13934,"PopuTrem",80,397.87
"334",13934,"PopuTrem",85,430.1
"335",13934,"PopuTrem",90,475.2
"336",13934,"PopuTrem",95,192.83
"337",14014,NA,20,32.56
"338",14014,"AbieLasi",60,23.21
"339",14014,"AbieLasi",85,122.87
"340",14014,"PiceEnge",50,140.36
"341",14014,"PiceEnge",75,55.11
"342",14014,"PiceEnge",80,160.93
"343",14014,"PiceEnge",85,132.11
"344",14014,"PiceEnge",90,170.83
"345",14014,"PiceEnge",95,271.48
"346",14014,"PopuTrem",90,277.97
"347",14016,"AbieLasi",25,32.34
"348",14016,"AbieLasi",70,124.41
"349",14016,"AbieLasi",80,686.62
"350",14016,"PiceEnge",100,557.04
"351",14016,"PseuMenz",35,75.9
"352",14016,"PseuMenz",40,122.21
"353",14016,"PseuMenz",60,175.01
"354",14016,"PseuMenz",65,649.33
"355",14016,"PseuMenz",70,333.3
"356",14016,"PseuMenz",75,1199.99
"357",14016,"PseuMenz",80,2138.29
"358",14016,"PseuMenz",85,2455.97
"359",14016,"PseuMenz",90,4267.89
"360",14016,"PseuMenz",100,1359.16
"361",14016,"PseuMenz",105,1687.95
"362",14016,"PopuTrem",65,560.56
"363",14016,"PopuTrem",70,263.56
"364",14016,"PopuTrem",75,299.64
"365",14016,"PopuTrem",80,611.82
"366",14016,"PopuTrem",85,622.93
"367",3800,"JuniMono",70,28.49
"368",3800,"JuniMono",85,161.7
"369",3800,"JuniMono",90,106.92
"370",3800,"JuniMono",105,248.05
"371",3800,"JuniMono",110,258.72
"372",3826,NA,75,173.91
"373",3826,NA,80,472.12
"374",3826,"AbieConc",60,49.28
"375",3826,"AbieConc",65,178.2
"376",3826,"AbieConc",70,93.94
"377",3826,"AbieConc",80,215.6
"378",3826,"AbieConc",90,1921.37
"379",3826,"AbieConc",95,826.98
"380",3826,"PinuPond",50,172.7
"381",3826,"PinuPond",55,53.9
"382",3826,"PinuPond",65,145.31
"383",3826,"PinuPond",70,574.2
"384",3826,"PinuPond",75,437.69
"385",3826,"PinuPond",80,961.62
"386",3826,"PinuPond",85,904.2
"387",3826,"PinuPond",90,576.84
"388",3826,"PinuPond",95,1094.83
"389",3826,"PinuPond",100,2199.45
"390",3826,"PinuPond",105,5272.3
"391",3826,"PseuMenz",60,49.5
"392",3826,"PseuMenz",65,52.58
"393",3826,"PseuMenz",70,116.82
"394",3826,"PseuMenz",75,395.12
"395",3826,"PseuMenz",80,460.68
"396",3826,"PseuMenz",90,315.15
"397",3826,"PseuMenz",95,1262.14
"398",3826,"PseuMenz",105,1370.16
"399",3826,"PopuTrem",70,108.35
"400",3828,"JuniDepp",65,14.63
"401",3828,"JuniDepp",95,167.09
"402",3828,"PinuPond",40,93.39
"403",3828,"PinuPond",45,305.58
"404",3828,"PinuPond",55,30.14
"405",3828,"PinuPond",60,136.07
"406",3828,"PinuPond",65,76.34
"407",3828,"PinuPond",70,188.65
"408",3828,"PinuPond",75,289.52
"409",3873,"JuniMono",75,29.7
"410",3873,"PinuEdul",5,10.67
"411",3873,"PinuEdul",60,56.1
"412",3873,"PinuEdul",155,107.69
"413",3873,"PinuEdul",180,330.88
"414",3873,"PinuEdul",185,350.24
"415",3873,"PinuPond",40,209.44
"416",3873,"PinuPond",60,30.14
"417",3873,"PinuPond",70,60.83
"418",3873,"PinuPond",95,675.62
"419",3873,"PinuPond",105,1857.02
"420",3877,NA,95,758.23
"421",3877,"AbieConc",45,205.7
"422",3877,"AbieConc",55,101.86
"423",3877,"AbieConc",60,234.52
"424",3877,"AbieConc",65,456.17
"425",3877,"AbieConc",70,616.44
"426",3877,"AbieConc",75,944.24
"427",3877,"AbieConc",80,814.66
"428",3877,"AbieConc",85,1023.55
"429",3877,"AbieConc",90,1472.57
"430",3877,"AbieConc",95,1597.75
"431",3877,"AbieConc",100,1242.34
"432",3877,"AbieConc",110,2713.26
"433",3877,"PseuMenz",60,43.34
"434",3952,"PinuPond",65,202.73
"435",3952,"PinuPond",70,303.49
"436",3952,"PinuPond",75,478.83
"437",3952,"PinuPond",80,666.6
"438",3952,"PinuPond",85,874.17
"439",3952,"PinuPond",95,1457.83
"440",3952,"PinuPond",105,7970.6
"441",3952,"PinuPond",110,7530.71
"442",4047,NA,85,576.73
"443",4047,"PinuPond",55,24.31
"444",4047,"PinuPond",65,83.16
"445",4047,"PinuPond",70,113.08
"446",4047,"PinuPond",75,722.59
"447",4047,"PinuPond",80,1196.8
"448",4047,"PinuPond",85,423.83
"449",4047,"QuerGamb",30,208.45
"450",4047,"QuerGamb",90,2669.7
"451",4288,"JuniOste",55,16.83
"452",4288,"JuniOste",65,97.02
"453",4288,"JuniOste",80,85.25
"454",4288,"JuniOste",85,134.53
"455",4288,"JuniOste",90,351.78
"456",4288,"JuniOste",95,489.94
"457",4288,"JuniOste",100,625.9
"458",4288,"JuniOste",105,835.34
"459",4288,"PinuEdul",155,104.61
"460",4296,"PinuPond",60,126.17
"461",4296,"PinuPond",70,142.89
"462",4296,"PinuPond",75,102.19
"463",4296,"PinuPond",80,546.59
"464",4296,"PinuPond",85,446.6
"465",4296,"PinuPond",90,2545.73
"466",4296,"PinuPond",95,964.48
"467",4296,"PinuPond",100,1051.82
"468",4296,"PinuPond",105,2571.25
"469",4301,"JuniOste",50,168.96
"470",4301,"JuniOste",60,18.26
"471",4301,"JuniOste",65,21.78
"472",4301,"PinuPond",55,44.44
"473",4301,"PinuPond",60,36.52
"474",4301,"PinuPond",65,60.17
"475",4301,"PinuPond",70,263.23
"476",4301,"PinuPond",75,139.59
"477",4301,"PinuPond",85,327.69
"478",4301,"PinuPond",90,513.37
"479",4301,"QuerGamb",10,81.95
"480",4301,"QuerGamb",20,261.36
"481",4301,"QuerGamb",25,450.56
"482",4301,"QuerGamb",30,851.51
"483",4312,NA,65,32.78
"484",4312,NA,75,84.92
"485",4312,NA,80,296.34
"486",4312,NA,85,735.68
"487",4312,NA,90,182.27
"488",4312,NA,95,270.27
"489",4312,"JuniOste",55,197.23
"490",4312,"JuniOste",75,78.1
"491",4312,"JuniOste",80,81.29
"492",4312,"JuniOste",85,110.55
"493",4312,"JuniOste",95,396.77
"494",4312,"JuniOste",105,657.14
"495",4324,"PinuPond",50,229.46
"496",4324,"PinuPond",70,509.41
"497",4324,"PinuPond",75,129.58
"498",4324,"PinuPond",85,1181.73
"499",4324,"PinuPond",90,1037.85
"500",4324,"PinuPond",95,1510.19
"501",4326,"JuniDepp",60,9.57
"502",4326,"JuniDepp",70,18.7
"503",4326,"JuniDepp",85,83.16
"504",4326,"JuniDepp",95,148.72
"505",4326,"PinuPond",105,1124.75
"506",4357,"JuniOste",55,31.46
"507",4357,"PinuEdul",140,70.84
"508",4357,"PinuPond",20,21.78
"509",4357,"PinuPond",45,116.71
"510",4357,"PinuPond",60,86.13
"511",4357,"PinuPond",65,376.86
"512",4357,"PinuPond",70,497.64
"513",4357,"PinuPond",75,340.89
"514",4357,"PinuPond",80,367.73
"515",4357,"PinuPond",90,693.88
"516",4357,"PinuPond",100,1097.47
"517",4357,"PinuPond",105,2347.07
"518",4357,"QuerGamb",20,32.23
"519",4357,"QuerGamb",25,41.25
"520",4375,"JuniOste",85,204.93
"521",4375,"JuniOste",90,211.2
"522",4375,"JuniOste",95,247.17
"523",4375,"JuniOste",120,1493.69
"524",4375,"PinuEdul",110,36.3
"525",4375,"PinuEdul",115,22.22
"526",4375,"PinuEdul",125,34.98
"527",4375,"PinuEdul",130,50.16
"528",4375,"PinuEdul",135,136.51
"529",4375,"PinuEdul",140,75.13
"530",4375,"PinuEdul",145,75.35
"531",4375,"PinuEdul",150,238.26
"532",4375,"PinuEdul",175,245.19
"533",4375,"PinuEdul",180,355.41
"534",4391,"JuniMono",60,14.08
"535",4391,"JuniMono",80,52.69
"536",4391,"JuniMono",90,125.95
"537",4391,"JuniMono",95,403.26
"538",4391,"JuniMono",100,286.77
"539",4391,"PinuEdul",5,10.67
"540",4391,"PinuEdul",25,22.22
"541",4391,"PinuEdul",35,28.71
"542",4391,"PinuEdul",45,39.6
"543",4391,"PinuEdul",65,69.85
"544",4391,"PinuEdul",100,182.82
"545",4391,"PinuEdul",115,9.46
"546",4391,"PinuEdul",120,43.45
"547",4391,"PinuEdul",125,54.89
"548",4391,"PinuEdul",130,28.05
"549",4391,"PinuEdul",135,42.57
"550",4391,"PinuEdul",160,121
"551",4395,"JuniDepp",65,19.03
"552",4395,"JuniDepp",75,39.71
"553",4395,"PinuPond",75,106.26
"554",4395,"PinuPond",80,204.82
"555",4395,"PinuPond",90,578.82
"556",4395,"PinuPond",95,2653.97
"557",4395,"QuerGamb",10,273.57
"558",4395,"QuerGamb",15,619.52
"559",4395,"QuerGamb",25,93.17
"560",4395,"QuerGamb",45,288.86
"561",4401,NA,45,112.2
"562",4401,NA,55,16.06
"563",4401,NA,60,9.35
"564",4401,NA,65,13.2
"565",4401,NA,90,208.12
"566",4401,"JuniOste",85,376.64
"567",4401,"JuniOste",95,767.25
"568",4401,"JuniOste",100,373.34
"569",4401,"JuniOste",115,1191.19
"570",4405,"JuniDepp",75,152.13
"571",4405,"JuniDepp",80,125.18
"572",4405,"JuniDepp",85,243.32
"573",4405,"JuniDepp",90,164.89
"574",4405,"PinuPond",65,54.78
"575",4405,"PinuPond",70,89.21
"576",4405,"PinuPond",85,335.28
"577",4405,"PinuPond",90,447.7
"578",4431,"JuniOste",60,13.53
"579",4431,"JuniOste",65,39.27
"580",4431,"JuniOste",70,51.37
"581",4431,"JuniOste",75,133.32
"582",4431,"JuniOste",85,120.56
"583",4431,"JuniOste",90,225.83
"584",4431,"JuniOste",95,803.44
"585",4433,NA,65,59.29
"586",4433,"PinuPond",40,108.57
"587",4433,"PinuPond",65,97.68
"588",4433,"PinuPond",75,673.97
"589",4433,"PinuPond",80,239.14
"590",4433,"PinuPond",85,379.94
"591",4433,"PinuPond",90,1039.28
"592",4433,"PinuPond",100,1195.92
"593",4433,"PinuPond",110,7056.39
"594",4433,"PseuMenz",75,83.71
"595",4433,"PseuMenz",105,1216.05
"596",4433,"PopuTrem",90,226.05
"597",4433,"PopuTrem",95,643.72
"598",4433,"PopuTrem",100,198.11
"599",4433,"PopuTrem",105,415.14
"600",4433,"PopuTrem",110,334.51
"601",4477,"JuniOste",65,31.02
"602",4477,"JuniMono",60,20.57
"603",4477,"JuniMono",65,54.34
"604",4477,"JuniMono",70,94.05
"605",4477,"JuniMono",75,106.81
"606",4477,"JuniMono",90,146.3
"607",4477,"PinuEdul",120,45.43
"608",4477,"PinuEdul",130,64.02
"609",4477,"PinuEdul",140,181.94
"610",4477,"PinuEdul",145,338.69
"611",4477,"PinuEdul",165,249.37
"612",4477,"PinuEdul",170,286.44
"613",4477,"PinuEdul",175,263.78
"614",4477,"PinuEdul",180,418.77
"615",4477,"PinuEdul",195,596.86
"616",4480,"PinuPond",50,172.7
"617",4480,"PinuPond",55,78.87
"618",4480,"PinuPond",60,28.93
"619",4480,"PinuPond",65,101.97
"620",4480,"PinuPond",70,229.13
"621",4480,"PinuPond",75,429
"622",4480,"PinuPond",80,1052.37
"623",4480,"PinuPond",85,421.63
"624",4480,"PinuPond",90,469.59
"625",4480,"PinuPond",110,6433.57
"626",4509,"JuniOste",95,288.31
"627",4509,"JuniMono",45,123.97
"628",4509,"JuniMono",55,197.23
"629",4509,"JuniMono",60,28.49
"630",4509,"JuniMono",65,19.47
"631",4509,"JuniMono",70,42.35
"632",4509,"JuniMono",80,277.86
"633",4509,"JuniMono",85,257.62
"634",4509,"JuniMono",90,227.37
"635",4509,"PinuEdul",135,77.22
"636",4509,"PinuPond",60,45.87
"637",4509,"PinuPond",65,51.04
"638",4509,"PinuPond",70,171.16
"639",4509,"PinuPond",75,92.18
"640",4509,"PinuPond",80,103.29
"641",4509,"PinuPond",95,2011.02
"642",4509,"QuerGamb",10,93.94
"643",4509,"QuerGamb",20,66.22
"644",4509,"QuerGamb",25,40.48
"645",4512,"AbieConc",55,17.05
"646",4512,"PinuPond",55,34.43
"647",4512,"PinuPond",60,58.63
"648",4512,"PinuPond",65,286.22
"649",4512,"PinuPond",70,691.13
"650",4512,"PinuPond",75,1194.27
"651",4512,"PinuPond",80,454.63
"652",4512,"PinuPond",85,1098.57
"653",4512,"PinuPond",90,2008.27
"654",4512,"PinuPond",120,6426.86
"655",4572,"JuniDepp",35,65.12
"656",4572,"JuniDepp",60,16.61
"657",4572,"JuniDepp",80,52.36
"658",4572,"JuniDepp",85,112.2
"659",4572,"JuniMono",90,196.9
"660",4572,"JuniMono",95,241.56
"661",4572,"PinuPond",55,32.34
"662",4572,"PinuPond",60,31.57
"663",4572,"PinuPond",65,205.26
"664",4572,"PinuPond",70,247.17
"665",4572,"PinuPond",80,179.96
"666",4572,"PinuPond",85,364.43
"667",4572,"QuerGamb",25,67.1
"668",4572,"QuerGamb",35,147.95
"669",4581,"JuniOste",25,39.6
"670",4581,"JuniOste",65,19.69
"671",4581,"JuniOste",75,43.12
"672",4581,"JuniOste",85,82.83
"673",4581,"JuniOste",90,813.56
"674",4581,"JuniOste",95,605.88
"675",4581,"JuniOste",100,566.72
"676",4581,"JuniOste",105,366.74
"677",4581,"JuniOste",120,1876.49
"678",4591,"PinuPond",75,146.3
"679",4591,"PinuPond",85,584.1
"680",4591,"PinuPond",90,1190.53
"681",4591,"PinuPond",95,787.27
"682",4591,"QuerGamb",20,2808.52
"683",4591,"QuerGamb",25,797.72
"684",4591,"QuerGamb",30,71.61
"685",4591,"QuerGamb",35,102.3
"686",4621,"JuniMono",20,28.71
"687",4621,"JuniMono",25,43.56
"688",4621,"JuniMono",35,65.12
"689",4621,"JuniMono",85,180.4
"690",4621,"JuniMono",100,484.22
"691",4621,"PseuMenz",60,42.79
"692",4621,"PseuMenz",70,121.99
"693",4621,"PseuMenz",75,106.48
"694",4621,"PseuMenz",80,649.11
"695",4621,"PseuMenz",90,403.04
"696",4621,"QuerGamb",20,44.11
"697",4621,"QuerGamb",25,200.42
"698",4621,"QuerGamb",70,1361.25
"699",4644,NA,75,73.59
"700",4644,NA,85,181.61
"701",4644,"JuniOste",40,100.87
"702",4644,"JuniOste",55,8.47
"703",4644,"JuniOste",60,18.26
"704",4644,"JuniOste",70,35.75
"705",4644,"JuniOste",75,52.8
"706",4644,"JuniOste",90,118.47
"707",4644,"JuniOste",95,902.88
"708",4644,"JuniOste",100,655.93
"709",4647,"JuniDepp",95,174.46
"710",4647,"PinuPond",55,26.4
"711",4647,"PinuPond",60,74.25
"712",4647,"PinuPond",70,212.74
"713",4647,"PinuPond",75,388.85
"714",4647,"PinuPond",80,425.48
"715",4647,"PinuPond",85,322.63
"716",4647,"PinuPond",95,1865.82
"717",4647,"PinuPond",105,3940.75
"718",4681,"PinuPond",85,224.62
"719",4681,"PinuPond",95,529.65
