Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 4285.8, 8666.2, 0, 2.4, 204.1, 
10, -38.1, 4603.5, 6798.9, 43.3, 1.38, 1105.4, 
20, -37.7, 5169.8, 5621.9, 61.8, 1.52, 1407.1, 
30, -1.3, 5636.3, 4498.8, 42, 1.34, 1479.5, 
40, -0.1, 5935.2, 3381.5, 36.1, 1.13, 1330.8, 
50, 10, 6328.7, 2814.5, 24.2, 0.84, 1233.7, 
